projectdwid,projectid,projectname,programname,startdate,projectedcompletiondate,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,commercial_square_footage,borrower_legal_entity_name,general_contractor_name,is_davis_bacon,is_section_220_nys_labor_law
18612,48772,Gateway Elton - Phase 2,Multifamily Finance Program,2013-01-30T00:00:00.000,2015-08-31T00:00:00.000,0,0,175.0,175,24000.0,Elton Owner II LLC,CHEEVER DEVELOPMENT CORP,No,No
19444,48775,NORTH BROOKLYN OPPORTUNITIES (NBO),Multifamily Finance Program,2015-02-26T00:00:00.000,2017-12-26T00:00:00.000,24,0,24.0,24,0.0,North Brooklyn Opportunities LP,Ambrosino Construction,No,No
18693,48787,1091 Bushwick Avenue HDFC,Multifamily Finance Program,2014-06-26T00:00:00.000,2018-06-21T00:00:00.000,1,15,16.0,16,0.0,1091 Bushwick Ave HDFC,Avante Contracting Corp.,No,No
18517,48788,927 COLUMBUS AVENUE HDFC,Multifamily Finance Program,2013-06-20T00:00:00.000,2018-03-26T00:00:00.000,0,0,12.0,12,0.0,927 Columbus Ave HDFC,"Rizzo New York, Inc.",No,No
18502,48794,Quadrant Properties HDFC V,Multifamily Finance Program,2013-06-10T00:00:00.000,2015-08-05T00:00:00.000,0,0,106.0,106,0.0,Quadrant Properties Housing Development Fund Company,Lemle & Wolff Construction Corp,Yes,No
18744,48870,1380 University Avenue,Multifamily Finance Program,2014-06-30T00:00:00.000,2015-12-28T00:00:00.000,139,0,139.0,139,0.0,WFHA King Boulevard LP,"Erin Construction and Development Co., Inc",No,No
19437,48877,Nehemiah Gateway Phase 3B,Small Homes Program,2013-12-30T00:00:00.000,2017-10-24T00:00:00.000,0,0,81.0,81,0.0,"Nehemiah Housing Development Fund Company, Inc.",Monadnock Construction,No,No
19598,48879,Vesta Steinway,Multifamily Finance Program,2014-03-12T00:00:00.000,2017-01-31T00:00:00.000,84,0,84.0,84,19000.0,"19-80 Steinway, LLC",Galaxy General Contracting,No,No
19321,48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,0,1634,1634.0,1634,102700.0,FRANKLIN PLAZA APARTMENTS INC,ELECTRICAL CONTRACTING SOLUTIONS CORP.,No,No
18504,48886,"Renewal Housing Development Fund Company, Inc.",Multifamily Finance Program,2013-06-14T00:00:00.000,2017-02-15T00:00:00.000,0,0,132.0,132,0.0,Renewal Housing Development Fund Company,"Shamas Contracting Co., Inc.",No,No
18364,48887,1160 Colgate Ave HDFC,Multifamily Finance Program,2013-01-07T00:00:00.000,2015-03-04T00:00:00.000,0,0,17.0,17,0.0,1160 Colgate Ave HDFC,MDG Design & Construction,No,No
18506,48889,Luna Park Housing,Multifamily Finance Program,2013-06-28T00:00:00.000,2016-04-26T00:00:00.000,0,0,,1576,0.0,Luna Park Housing,"Technical Construction Services, Inc.",No,No
18397,48890,Crotona Ave HDFC,Multifamily Finance Program,2013-01-15T00:00:00.000,2017-03-13T00:00:00.000,0,0,45.0,45,0.0,Crotona Ave HDFC,R and S Construction Corp.,No,No
18491,48891,NewSet II HDFC,Multifamily Finance Program,2013-06-26T00:00:00.000,2014-06-18T00:00:00.000,0,0,27.0,27,0.0,Newset II HDFC,Expo Development Corp.,No,No
18490,48892,1522 Bryant Ave,Multifamily Finance Program,2013-06-21T00:00:00.000,2017-02-02T00:00:00.000,0,0,11.0,11,0.0,1522 BRYANT AVENUE REALTY CORP,"Shamas Contracting Co., Inc.",No,No
18521,48895,1130-1146 Colgate Ave,Multifamily Finance Program,2013-06-27T00:00:00.000,2016-09-12T00:00:00.000,0,0,84.0,84,0.0,1130-1146 Colgate Avenue Associates,MDG Design & Construction,No,No
18503,48896,101 Carlton Ave,Multifamily Finance Program,2013-06-25T00:00:00.000,2018-10-04T00:00:00.000,0,0,,135,0.0,"Brooklyn Community Housing & Services, Inc.",NO GENERAL CONTRACTOR,No,No
18514,48897,3405 Broadway HDFC,Multifamily Finance Program,2013-06-25T00:00:00.000,2015-05-29T00:00:00.000,0,0,16.0,16,1250.0,3405 Broadway HDFC,"Shamas Contracting Co., Inc.",No,No
19404,48898,Maple Court - 1901 Madison Ave,Multifamily Finance Program,2014-06-30T00:00:00.000,2018-02-15T00:00:00.000,0,135,135.0,135,0.0,Maple Court Housing Dev Fund Corp,IRW Restoration Corp,No,No
18635,48899,"Mutual Redevelopment Houses, Inc. - Penn South",Multifamily Finance Program,2013-09-23T00:00:00.000,2017-03-10T00:00:00.000,0,0,,2820,0.0,"Mutual Redevelopment Houses, Inc.",Empire Control Abatement Inc.,No,No
18519,48902,854 Intervale Ave,Multifamily Finance Program,2013-06-28T00:00:00.000,2014-10-02T00:00:00.000,0,0,15.0,15,0.0,854 Intervale Avenue Housing Development Fund Corporation,"Shamas Contracting Co., Inc.",No,No
19234,48906,CAMBA GARDENS 2. 560 WINTHROP,Multifamily Finance Program,2014-06-26T00:00:00.000,2016-11-30T00:00:00.000,293,0,293.0,293,0.0,CHV 560 Winthrop Street Housing Development Fund Corporation,Bruno Frustaci Contracting Inc,Yes,No
19547,48908,TBK905 - Bridge Street,Multifamily Finance Program,2016-02-10T00:00:00.000,2020-03-27T00:00:00.000,74,0,74.0,74,0.0,BSDC KINGS COVENANT HOUSING,"Notias Construction, Inc.",No,No
18589,48909,Arker Senior- The Woodlands,Multifamily Finance Program,2013-01-29T00:00:00.000,2015-11-12T00:00:00.000,0,0,101.0,101,0.0,Givan Rombouts L.P.,Chateau GC LLC,Yes,No
18471,48910,Council Towers VII,Multifamily Finance Program,2013-01-29T00:00:00.000,2016-02-11T00:00:00.000,0,0,79.0,79,0.0,Council Towers VII Limited Partnership,Chateau GC LLC,Yes,No
18622,48928,CONCOURSE VILLAGE INC,Multifamily Finance Program,2013-01-03T00:00:00.000,2020-02-14T00:00:00.000,0,0,,1878,0.0,Concourse Village Incorporated,"Technical Construction Services, Inc.",No,No
18642,48929,515 West 28th Street,Multifamily Incentives Program,2013-11-26T00:00:00.000,2018-07-13T00:00:00.000,0,0,0.0,375,16198.0,Kadima Tenth Avenue SPE LLC,T.G Nicket & Associates,No,No
18621,48937,244-246 Elizabeth Street,Multifamily Finance Program,2013-08-13T00:00:00.000,2016-06-27T00:00:00.000,0,0,19.0,19,376.0,Community Renewal Housing Development Fund Corporation,ICM Global Design,No,No
18849,48940,207 W. 147 St. HDFC,Multifamily Finance Program,2015-06-29T00:00:00.000,2020-02-28T00:00:00.000,2,13,15.0,15,0.0,207 W 147TH ST H F D C,"Shamas Contracting Co., Inc.",No,No
19065,48973,508 West 134 Street,Multifamily Finance Program,2015-07-02T00:00:00.000,2017-08-04T00:00:00.000,0,15,15.0,15,0.0,508 West 134th Street LLC,MDG Design & Construction,No,No
18846,48996,204 AVENUE A & 535 EAST 12TH STREET PROJECT,Multifamily Finance Program,2019-12-18T00:00:00.000,,11,10,21.0,21,1152.0,SMJ EV SPONSOR LLC,"TOUCHSTONE BUILDERS, INC.",No,No
18538,49010,TBK609-NAPCO,Multifamily Finance Program,2013-01-10T00:00:00.000,2014-06-13T00:00:00.000,0,0,2.0,2,0.0,722 Nostrand Avenue Realty LLC,Peter Nakos 7A Administrator Inc,No,No
18644,49026,2501 Hoffman St.,Multifamily Finance Program,2013-12-11T00:00:00.000,2017-03-17T00:00:00.000,0,0,25.0,25,0.0,2501 Hoffman Properties LLC,GHOTRA AND SONS GENERAL,No,No
18489,49058,Jacquline Denise Davis,Multifamily Finance Program,2013-06-05T00:00:00.000,2014-09-08T00:00:00.000,0,0,68.0,68,0.0,JDD Court Housing Development Fund Company,"Shamas Contracting Co., Inc.",No,No
18562,49060,MRC Melrose,Multifamily Finance Program,2013-06-05T00:00:00.000,2014-09-12T00:00:00.000,0,0,50.0,50,0.0,MRC Melrose Housing Development Fund Corporation,"Shamas Contracting Co., Inc.",No,No
18624,49067,530 E. 159 St.,Multifamily Finance Program,2013-05-17T00:00:00.000,2018-10-25T00:00:00.000,0,0,44.0,44,0.0,530 E. 159 Street Housing Development Fund Corporation,"Maximum Mechanical, LLC",No,No
18577,49070,Broadway Putnam,Multifamily Finance Program,2013-06-26T00:00:00.000,2016-06-02T00:00:00.000,0,0,47.0,47,0.0,Broadway/Putnam. L.P.,MDG Design & Construction,No,No
18500,49103,1479 Macombs Road,Multifamily Finance Program,2013-06-27T00:00:00.000,2015-06-10T00:00:00.000,0,0,72.0,72,0.0,1479 Macombs Road LLC,HOMEBUILDERS I L P,No,No
18594,49143,Hunters Point South: Parcel B,Multifamily Finance Program,2013-02-14T00:00:00.000,2016-03-18T00:00:00.000,0,0,306.0,306,2937.0,HPS Borden Avenue Associates LLC,Monadnock Construction,No,No
18851,49147,21 ARDEN STREET,Multifamily Finance Program,2019-01-17T00:00:00.000,2022-02-04T00:00:00.000,0,15,15.0,15,0.0,NMIC ARDEN HOUSING DEVELOPMENT FUND CORPORATION,Lemle & Wolff Construction Corp,No,No
19164,49171,Albert Goodman,Multifamily Finance Program,2013-12-19T00:00:00.000,2015-07-31T00:00:00.000,0,0,252.0,252,0.0,Albert Goodman Housing Development Fund Corporation,Albert Goodman Preservation Builders LLC,No,No
19584,49172,UP. 316 East 162nd St.,Multifamily Finance Program,2014-06-26T00:00:00.000,2016-12-13T00:00:00.000,86,0,86.0,86,0.0,"316 East 162 Houses, L.P.",Lemle & Wolff,Yes,No
18657,49173,West End. 2808 Jerome Ave. True Colors 2,Multifamily Finance Program,2013-12-30T00:00:00.000,2015-09-21T00:00:00.000,0,0,31.0,31,0.0,True Colors Bronx HDFC,DP Group,Yes,No
18662,49248,CONFIDENTIAL,Multifamily Finance Program,2013-12-30T00:00:00.000,2016-04-25T00:00:00.000,0,0,0.0,0,0.0,-,CREATIVE INTERIORS PLUS LLC,No,No
18474,49270,257 West 29th Street Supportive Housing,Multifamily Incentives Program,2013-06-04T00:00:00.000,2017-06-21T00:00:00.000,0,0,37.0,37,0.0,West of Seventh Limited Partnership,Chateau GC LLC,No,No
18560,49272,200 East 39th Street,Multifamily Incentives Program,2013-09-26T00:00:00.000,2016-01-22T00:00:00.000,0,0,0.0,91,6365.0,CB Frontier LLC,CM & Associates,No,No
18570,49273,Frost Street Apartments,Multifamily Incentives Program,2013-03-21T00:00:00.000,2015-07-24T00:00:00.000,0,0,0.0,47,0.0,Frost Street Apartments LLC,HLS Builders Corp,No,No
18492,49275,Ocean Towers Partners LLC,Multifamily Finance Program,2013-06-20T00:00:00.000,2016-01-19T00:00:00.000,0,0,360.0,360,0.0,Ocean Towers Partners LLC,Stateside Construction LLC,No,No
18623,49276,301 West 46th Street,Multifamily Finance Program,2013-05-20T00:00:00.000,2017-10-03T00:00:00.000,0,0,12.0,12,3666.0,301 West 46 Owners LLC,"Pineapple Development LLC, c/o Wrobel & Schatz LLP",No,No
18534,49281,JAMAICA,Multifamily Finance Program,2013-07-12T00:00:00.000,2017-06-23T00:00:00.000,0,0,22.0,22,0.0,MHANY 2002 HDFC,PROJECT EYE CONSULTANTS INC,No,No
18549,49285,327-331 East Houston Street,Multifamily Incentives Program,2013-09-09T00:00:00.000,2016-05-03T00:00:00.000,0,0,0.0,78,0.0,"East Houston Development, LLC",Joy Construction Corp.,No,No
18652,49338,COMPASS RESIDENCES 1B,Multifamily Finance Program,2013-12-23T00:00:00.000,2017-03-15T00:00:00.000,0,0,127.0,127,3174.0,Compass One B LLC,Monadnock Construction,No,No
18761,49358,153 Manhattan Avenue HDFC,Multifamily Finance Program,2015-01-13T00:00:00.000,2019-05-13T00:00:00.000,0,0,,64,1442.0,153 Manhattan Avenue Housing Development Fund Corporation,"Ghotra and Sons General Construction, Inc",No,No
18636,49391,855 Avenue Of The Americas,Multifamily Incentives Program,2013-12-05T00:00:00.000,2017-11-28T00:00:00.000,0,0,0.0,375,15849.0,855 MRU LLC,Gotham Construction,No,No
18821,49418,1850 Second Ave,Multifamily Finance Program,2016-04-20T00:00:00.000,,0,0,,49,2000.0,1850 Second Ave Services Corporation,DEAN BUILDERS GROUP INC,No,No
19555,49445,TMN903 - Lemle & Wolff,Multifamily Finance Program,2015-12-30T00:00:00.000,2018-09-05T00:00:00.000,92,0,92.0,92,1200.0,FOUR CORNICE PROPERTIES LLC,Lemle & Wolff Construction Corp,No,No
18536,49455,TMN209D-Settlement Housing,Multifamily Finance Program,2013-06-28T00:00:00.000,2017-01-20T00:00:00.000,0,0,20.0,20,0.0,287 HDFC,FG-PH Corporation,No,No
18546,49481,3361 3rd Avenue,Multifamily Finance Program,2013-08-14T00:00:00.000,2015-10-26T00:00:00.000,0,0,63.0,63,0.0,3361 Third Avenue HDFC,Strategic Construction Corp,Yes,No
19135,49501,847 Fox Street,Multifamily Finance Program,2015-08-06T00:00:00.000,2017-07-18T00:00:00.000,0,8,8.0,8,0.0,FOX STREET DEVELOPMENT HOUSING,FG-PH Corporation,No,No
18485,49517,Webster Commons Building B,Multifamily Finance Program,2013-06-27T00:00:00.000,2016-08-02T00:00:00.000,0,0,95.0,95,0.0,Webster Building B LLC,Joy Construction Corp.,No,No
19388,49533,LINDSAY PARK.HRP.FY18,Multifamily Finance Program,2018-11-26T00:00:00.000,,0,2709,2709.0,2709,38000.0,LINDSAY PARK HOUSING CORP.,XINOS CONSTRUCTION CORP,No,No
18598,49534,Mother Arnetta Crawford Housing,Multifamily Finance Program,2013-06-27T00:00:00.000,2015-07-27T00:00:00.000,0,0,84.0,84,0.0,Union Grove Associates II LLC,MacQuesten Construction Management,No,No
19185,49544,BRC. 330 EAST 4TH ST. CLYDE BURTON,Multifamily Finance Program,2014-08-08T00:00:00.000,2021-09-21T00:00:00.000,33,0,33.0,33,0.0,330 EAST FOURTH STREET HOUSING,Interior Construction Corporation,No,No
18802,49562,1711 Davidson HDFC,Multifamily Finance Program,2015-02-06T00:00:00.000,2018-06-21T00:00:00.000,39,47,86.0,86,0.0,1711 Davidson Ave HDFC,Heat Inc,No,No
18495,49569,AK Houses 2013,Multifamily Finance Program,2013-06-27T00:00:00.000,,157,0,157.0,157,0.0,AK Houses TP4 LLC,NO GENERAL CONTRACTOR,No,No
19392,49570,Louis T. Wright,Multifamily Finance Program,2015-07-01T00:00:00.000,2019-04-19T00:00:00.000,0,0,,9,0.0,LOUIS T WRIGHT HOUSING DEVELOPMENT,CC TECHNICAL CONTRACTING CORP,No,No
18573,49575,1016 Washington Avenue,Multifamily Incentives Program,2013-06-27T00:00:00.000,2016-06-22T00:00:00.000,0,0,65.0,65,0.0,1016 Washington Avenue Associates LLC,Joy Construction Corp.,No,No
18572,49576,3629 White Plains Road,Multifamily Incentives Program,2013-06-27T00:00:00.000,2016-06-01T00:00:00.000,0,0,69.0,69,0.0,White Plains North L.P.,Chateau GC LLC,No,No
19430,49588,My Micro NY fka Adapt NYC/Micro Units,Multifamily Finance Program,2014-02-26T00:00:00.000,2016-04-15T00:00:00.000,23,0,23.0,55,678.0,1 MCP LLC,Monadnock Construction,No,No
18772,49607,1561 WALTON AVENUE,Multifamily Finance Program,2015-06-30T00:00:00.000,2017-11-15T00:00:00.000,60,0,60.0,60,0.0,1561 ASSOCIATES LLC,L RISO &amp; SONS CO INC,No,No
19306,49625,East 138 Street,Multifamily Finance Program,2015-06-30T00:00:00.000,2019-04-11T00:00:00.000,96,0,96.0,96,13962.0,EAST 138TH STREET LLC,Lettire Construction,No,No
18493,49628,1775 Houses 2013,Multifamily Finance Program,2013-06-27T00:00:00.000,,255,0,255.0,255,6000.0,"1775 TP4 HOUSING DEVELOPMENT FUND COMPANY, INC.",NO GENERAL CONTRACTOR,No,No
19343,49635,Habitat-NYC Single Family Homes Phase I,Small Homes Program,2015-12-31T00:00:00.000,2016-05-31T00:00:00.000,0,13,13.0,13,0.0,HABITAT FOR HUMANITY HOUSING,PROJECT EYE CONSULTANTS INC,No,No
18986,49657,320 Sterling II,Multifamily Finance Program,2013-06-26T00:00:00.000,,0,0,0.0,0,0.0,320 Sterling Owner Llc,MDG Design & Construction,No,No
18660,49690,160 Madison Avenue,Multifamily Incentives Program,2013-12-05T00:00:00.000,2015-12-04T00:00:00.000,0,0,0.0,319,28200.0,160 Madison Avenue LLC,M.D. Carlisle Construction Corp.,No,No
18663,49706,149 Kent Avenue,Multifamily Incentives Program,2013-12-20T00:00:00.000,2017-02-01T00:00:00.000,0,0,0.0,164,18358.0,Kent & Wythe Owners LLLC,CONGRESS BUILDERS LLC,No,No
19520,49713,SOBRO. 988 WASHINGTON AVE. NEW ROADS PLAZA,Multifamily Finance Program,2019-12-19T00:00:00.000,2022-06-30T00:00:00.000,95,0,95.0,95,0.0,NEW ROADS PLAZA OWNER LLC,"MONADNOCK CONSTRUCTION, INC.",No,No
19317,49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,Multifamily Finance Program,2016-10-06T00:00:00.000,2022-05-25T00:00:00.000,88,0,88.0,88,2267.0,SHERMAN HOLDINGS USA LLC,NOTIAS CONSTRUCTION INC,No,No
19390,49722,Livonia Commons,Multifamily Finance Program,2014-01-15T00:00:00.000,2016-04-25T00:00:00.000,278,0,278.0,278,14490.0,"Livonia Commons , L.P.",L & M Builders,No,No
19076,49908,546 West 44th Street,Multifamily Incentives Program,2014-06-26T00:00:00.000,2017-07-14T00:00:00.000,62,0,62.0,280,0.0,"CREF 546 West 44th Street, LLC","Hudson Meridian Construction Group, LLC",No,No
18455,49909,CONFIDENTIAL,Homeowner Assistance Program,2013-05-02T00:00:00.000,2014-04-24T00:00:00.000,0,0,0.0,0,0.0,-,Horizion Construction,No,No
19338,49938,Greenpoint Landing E3,Multifamily Finance Program,2014-12-23T00:00:00.000,2017-05-09T00:00:00.000,98,0,98.0,98,1708.0,E3 Owner LLC,L & M Builders,No,No
19339,49943,GREENPOINT LANDING G2,Multifamily Incentives Program,2014-06-30T00:00:00.000,2017-01-24T00:00:00.000,92,0,92.0,93,3194.0,G LAMP Owner LLC,L & M Builders,No,No
19377,49959,L&M HCCI 260 W 153RD STREET,Multifamily Finance Program,2014-09-09T00:00:00.000,2016-06-22T00:00:00.000,51,0,51.0,51,0.0,West 153 Owner LLC,L & M Builders,No,No
19503,50026,SUS. 1674 Broadway and 768 Decatur. Henry Apts.,Multifamily Finance Program,2014-12-31T00:00:00.000,2017-03-17T00:00:00.000,134,0,134.0,134,12386.0,Broadway Decatur Owners LLC,"Mega Contracting, Inc.",Yes,No
19375,50059,Kings Villas - St. Nicks,Multifamily Finance Program,2015-02-26T00:00:00.000,2017-05-17T00:00:00.000,39,0,39.0,39,1010.0,Kings Villas LLC,"Apex Building Company, Inc",No,No
19133,50088,810 River,Multifamily Finance Program,2014-06-26T00:00:00.000,2018-06-18T00:00:00.000,134,0,134.0,134,27858.0,810 River Partners LLC,"M. Melnick & Co., Inc.",No,No
18819,50104,Crotona Terrace I aka 1825 Boston Road,Multifamily Finance Program,2014-10-02T00:00:00.000,2016-10-28T00:00:00.000,80,0,80.0,80,15292.0,Crotona Terrace Building A LLC,Joy Construction Corp.,No,No
19334,50131,Grand & Rogers Cluster - JGV,Multifamily Finance Program,2015-06-29T00:00:00.000,2019-08-28T00:00:00.000,87,0,87.0,87,0.0,Grand & Rogers Group L.P.,US Tech Construction Corp,No,No
19558,50132,TMN906 - NMIC,Multifamily Finance Program,2016-06-23T00:00:00.000,2019-05-28T00:00:00.000,21,0,21.0,21,1200.0,618 WEST 187TH STREET HOUSING,Lemle & Wolff Construction Corp,No,No
18651,50156,COMPASS RESIDENCES 1A,Multifamily Finance Program,2013-12-23T00:00:00.000,2017-03-15T00:00:00.000,0,0,110.0,110,1758.0,Compass One A LLC,Monadnock Construction,No,No
19004,50157,346 Bergen Street,Small Homes Program,2016-06-30T00:00:00.000,2020-08-17T00:00:00.000,24,0,24.0,24,0.0,WHRF Bergen Street LLC,BUILDERS-R-US CONSTRUCTION CORP,No,No
18658,50181,205 EAST 92ND STREET,Multifamily Incentives Program,2013-12-23T00:00:00.000,2016-10-07T00:00:00.000,0,0,0.0,231,33935.0,"92nd and 3rd Associates, L.L.C.",Monadnock Construction,No,No
19542,50184,STRIVERS PLAZA II,Multifamily Finance Program,2014-12-18T00:00:00.000,2017-07-13T00:00:00.000,117,0,117.0,117,0.0,Greater Harlem Housing Development Corporation,Almo Group Corp,No,No
19413,50186,Marshall Court HDFC,Multifamily Finance Program,2014-08-26T00:00:00.000,2015-08-31T00:00:00.000,0,0,,48,0.0,Marshall Court HDFC,"Shamas Contracting Co., Inc.",No,No
19440,50193,Nelson Luquer,Multifamily Finance Program,2014-06-13T00:00:00.000,2015-08-13T00:00:00.000,44,0,44.0,44,0.0,Nelson Luquer HDFC,"Shamas Contracting Co., Inc.",No,No
19213,50196,Belmont Venezia,Multifamily Finance Program,2014-01-22T00:00:00.000,2015-04-13T00:00:00.000,180,0,180.0,180,0.0,2476 BCH Owners LLC,"POKO Core Builders, LLC",No,No
19291,50200,DOE. 1420 CROTONA PARK EAST,Multifamily Finance Program,2015-03-26T00:00:00.000,2016-12-13T00:00:00.000,60,0,60.0,60,0.0,CROTONA PARK HOUSING DEVELOPMENT,L RISO &amp; SONS CO INC,Yes,No
19022,50201,LOS SURES 383 HEWES STREET HDFC,Multifamily Finance Program,2015-03-06T00:00:00.000,2016-11-09T00:00:00.000,22,0,22.0,22,2335.0,Los Sures 383 Hewes Street HDFC,FG-PH Corporation,No,No
18839,50204,201-207 7TH AVENUE (ANCP),Multifamily Finance Program,2022-06-30T00:00:00.000,,0,26,26.0,26,3450.0,GOLDSTEIN HALL PLLC,A.A.D. CONSTRUCTION CORP.,No,No
18656,50205,Bronx Pro Gazivoda Phase 1,Multifamily Finance Program,2013-12-23T00:00:00.000,2016-07-13T00:00:00.000,0,0,269.0,269,0.0,G&M Realty l LLC,HOMEBUILDERS I L P,No,No
19460,50206,Park Monroe II,Multifamily Finance Program,2015-02-26T00:00:00.000,2017-08-07T00:00:00.000,214,0,214.0,214,1765.0,Park Monroe II LLC,MDG Design & Construction,No,No
19395,50207,MHANY East NY Partnership,Multifamily Finance Program,2014-06-19T00:00:00.000,2016-01-20T00:00:00.000,59,0,59.0,59,0.0,MHANY 2011 Housing Development Fund Corporation,PROJECT EYE CONSULTANTS INC,No,No
19242,50223,CENTRAL HARLEM HDFC&270 ROCHESTER AVEHDFC,Multifamily Finance Program,2015-06-30T00:00:00.000,2018-10-17T00:00:00.000,93,0,93.0,93,6092.0,Central Harlem Mutual Housing Association HDFC,"Erin Construction and Development Co., Inc",No,No
19393,50248,MHANY 2,Multifamily Finance Program,2014-06-18T00:00:00.000,2019-11-21T00:00:00.000,77,0,77.0,77,0.0,MHANY 2002 HDFC,"Atlas Builders, LLC",No,No
19442,50258,New Walton,Multifamily Finance Program,2014-06-19T00:00:00.000,2015-10-26T00:00:00.000,85,0,85.0,85,0.0,Two Waltons Housing Development Fund Corporation,"Shamas Contracting Co., Inc.",No,No
19471,50278,Promesa Housing Development Fund Corporation,Multifamily Finance Program,2014-06-24T00:00:00.000,2019-05-17T00:00:00.000,0,139,139.0,139,0.0,Promesa HDFC,Expo Development Corp.,No,No
19515,50282,Selfhelp. 6469 Broadway. Van Courtlandt Green,Multifamily Finance Program,2014-06-26T00:00:00.000,2016-04-20T00:00:00.000,86,0,86.0,86,4553.0,"6469 Broadway Selfhelp, LLC",Lettire Construction,No,No
19296,50291,E. H. C. C. I. / LA FORTALEZA HDFC,Multifamily Finance Program,2014-06-30T00:00:00.000,2015-06-04T00:00:00.000,10,0,10.0,10,0.0,E.H.C.C.I / La Fortaleza,AAD Construction Corp,No,No
19190,50293,Belle Apartments HDFC,Multifamily Finance Program,2015-06-22T00:00:00.000,2018-02-13T00:00:00.000,21,0,21.0,21,0.0,Belle Apartments HDFC,"Shamas Contracting Co., Inc.",No,No
19411,50294,Margarita Santos Apartments HDFC,Multifamily Finance Program,2014-06-05T00:00:00.000,2017-02-07T00:00:00.000,31,0,31.0,31,0.0,Margarita Santos Apartments HDFC,"Shamas Contracting Co., Inc.",No,No
18659,50329,424 West 55h Street,Multifamily Incentives Program,2013-12-30T00:00:00.000,2016-11-03T00:00:00.000,0,0,17.0,17,0.0,West of Ninth Limited Partnership,Chateau GC LLC,No,No
