Project ID,Project Name,Project Start Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Program Group,Project Completion Date,Extended Affordability Status,Planned Tax Benefit,BIN_str,earliest_dob_date,earliest_dob_date_source,fully_permitted_date,BBL_str,count_nb_bisweb_01_matched,count_new_building_dobnow_i1_matched,earliest_co_date
49172,UP. 316 East 162nd St.,2014-06-26T00:00:00.000,948177,316,EAST 162 STREET,Bronx,10451,2024210027,2129176,BX-04,16,173,BX0401,40.826032,-73.916443,40.825761,-73.916382,2016-12-13T00:00:00.000,New Construction,No,Prevailing Wage,86.0,,,,,,86.0,,,,,,,,86.0,,86.0,86,Multifamily Finance Program,2016-12-13T00:00:00.000,No,420c,2129176,2014-01-17,pre__filing_date,2015-03-23,2024210027,1,0,
49588,MY MICRO NY FKA ADAPT NYC/MICRO UNITS,2014-02-26T00:00:00.000,949027,335,EAST 27 STREET,Manhattan,10016,1009337501,1084666,MN-06,2,66,MN0603,40.739566,-73.977039,40.739854,-73.977417,2016-04-15T00:00:00.000,New Construction,No,Non Prevailing Wage,8.0,,11.0,,3.0,1.0,23.0,,,,,,,,23.0,,23.0,55,Multifamily Finance Program,2016-04-15T00:00:00.000,No,421a,1084666,2013-06-19,pre__filing_date,2014-04-14,1009337501,1,0,2016-04-15 00:00:00
49607,1561 WALTON AVENUE,2015-06-30T00:00:00.000,954885,1561,WALTON AVENUE,Bronx,10452,2028450047,2128647,BX-04,16,209,BX0403,40.843001,-73.913498,40.843102,-73.913664,2017-11-15T00:00:00.000,New Construction,No,Non Prevailing Wage,8.0,28.0,23.0,,,1.0,1.0,19.0,31.0,9.0,,,,,60.0,,60.0,60,Multifamily Finance Program,2017-11-15T00:00:00.000,No,420c,2128647,2014-11-17,pre__filing_date,2015-07-16,2028450047,1,0,2017-11-15 00:00:00
49625,East 138 Street,2015-06-30T00:00:00.000,952254,255,E. 138TH STREET,Bronx,10451,2023337501,2128555,BX-01,8,51,BX0101,40.811367,-73.927649,40.811608,-73.927486,2019-03-14T00:00:00.000,New Construction,No,Non Prevailing Wage,10.0,28.0,57.0,,,1.0,6.0,48.0,28.0,14.0,,,,,96.0,,96.0,96,Multifamily Finance Program,2019-04-11T00:00:00.000,No,420c,2128555,2011-06-06,pre__filing_date,2015-12-23,2023337501,1,0,2018-07-24 00:00:00
49713,SOBRO. 988 WASHINGTON AVE. NEW ROADS PLAZA,2019-12-19T00:00:00.000,950357,986,WASHINGTON AVENUE,Bronx,10456,2023690001,2000000,BX-03,16,18501,BX0301,40.825945,-73.909852,40.825928,-73.909491,2022-06-30T00:00:00.000,New Construction,No,Non Prevailing Wage,57.0,,37.0,,,1.0,57.0,19.0,19.0,,,,,,95.0,,95.0,95,Multifamily Finance Program,2022-06-30T00:00:00.000,No,420c,2000000,2015-08-24,pre__filing_date,2020-03-03,2023690001,2,0,
49722,Livonia Commons,2014-01-15T00:00:00.000,948722,491,SHEFFIELD AVENUE,Brooklyn,11207,3038057501,3413699,BK-05,42,1126,BK0503,40.664986,-73.8951,40.664923,-73.894805,2015-10-21T00:00:00.000,New Construction,No,Non Prevailing Wage,,29.0,22.0,,,1.0,9.0,20.0,17.0,6.0,,,,,52.0,,52.0,52,Multifamily Finance Program,2016-04-25T00:00:00.000,No,420c,3413699,2013-08-08,pre__filing_date,2014-03-10,3038057501,1,0,2015-10-21 00:00:00
49722,Livonia Commons,2014-01-15T00:00:00.000,948723,494,SHEFFIELD AVE,Brooklyn,11207,3038047501,3421640,BK-05,42,1126,BK0503,40.664945,-73.895111,40.664805,-73.895511,2016-04-22T00:00:00.000,New Construction,No,Non Prevailing Wage,,11.0,72.0,,,1.0,6.0,32.0,41.0,5.0,,,,,84.0,,84.0,84,Multifamily Finance Program,2016-04-25T00:00:00.000,No,420c,3421640,2013-08-08,pre__filing_date,2014-03-10,3038047501,1,0,2016-04-22 00:00:00
49722,Livonia Commons,2014-01-15T00:00:00.000,948724,494,GEORGIA AVENUE,Brooklyn,11207,3038207501,3418179,BK-05,42,1130,BK0503,40.664166,-73.895855,40.664188,-73.89633,2016-04-25T00:00:00.000,New Construction,No,Non Prevailing Wage,,89.0,,,,1.0,43.0,22.0,20.0,5.0,,,,,90.0,,90.0,90,Multifamily Finance Program,2016-04-25T00:00:00.000,No,420c,3418179,2013-08-08,pre__filing_date,2014-03-10,3038207501,1,0,2016-04-25 00:00:00
49722,Livonia Commons,2014-01-15T00:00:00.000,969838,481,WILLIAMS AVENUE,Brooklyn,11207,3038197501,3418180,BK-05,42,1130,BK0503,40.663863,-73.897661,40.664019,-73.897365,2015-10-21T00:00:00.000,New Construction,No,Non Prevailing Wage,,24.0,27.0,,,1.0,15.0,14.0,17.0,6.0,,,,,52.0,,52.0,52,Multifamily Finance Program,2016-04-25T00:00:00.000,No,420c,3418180,2013-08-08,pre__filing_date,2014-03-10,3038197501,1,0,2015-10-21 00:00:00
49938,Greenpoint Landing E3,2014-12-23T00:00:00.000,947501,33,EAGLE STREET,Brooklyn,11222,3024947501,3418166,BK-01,33,56302,BK0101,40.734714,-73.959738,40.734919,-73.959659,2017-05-09T00:00:00.000,New Construction,No,Non Prevailing Wage,,10.0,67.0,,20.0,1.0,24.0,24.0,50.0,,,,,,98.0,,98.0,98,Multifamily Finance Program,2017-05-09T00:00:00.000,No,Article XI,3418166,2014-03-03,pre__filing_date,2014-10-21,3024947501,1,0,2016-10-28 00:00:00
49959,L&M HCCI 260 W 153RD STREET,2014-09-09T00:00:00.000,972807,260,WEST 153 STREET,Manhattan,10039,1020387501,1089911,MN-10,9,236,MN1002,40.82741,-73.937178,40.827385,-73.937666,2016-06-22T00:00:00.000,New Construction,No,Non Prevailing Wage,8.0,42.0,,,,1.0,7.0,30.0,14.0,,,,,,51.0,,51.0,51,Multifamily Finance Program,2016-06-22T00:00:00.000,No,420c,1089911,2004-10-27,pre__filing_date,2014-12-19,1020387501,3,0,2024-05-13 00:00:00
50026,SUS. 1674 Broadway and 768 Decatur. Henry Apts.,2014-12-31T00:00:00.000,927138,8,ROCKAWAY AVENUE,Brooklyn,11233,3015077501,3414036,BK-16,41,373,BK1601,40.683362,-73.911657,40.683522,-73.912096,2017-03-17T00:00:00.000,New Construction,No,Prevailing Wage,56.0,,22.0,,,1.0,37.0,15.0,21.0,6.0,,,,,79.0,,79.0,79,Multifamily Finance Program,2017-03-17T00:00:00.000,No,420c,3414036,2006-05-11,pre__filing_date,2015-03-27,3015077501,3,0,2017-03-16 00:00:00
50026,SUS. 1674 Broadway and 768 Decatur. Henry Apts.,2014-12-31T00:00:00.000,947649,1672,BROADWAY,Brooklyn,11207,3015037501,3414048,BK-16,41,373,BK1601,40.684214,-73.912781,40.683995,-73.913022,2017-01-20T00:00:00.000,New Construction,No,Prevailing Wage,50.0,,5.0,,,,40.0,10.0,5.0,,,,,,55.0,,55.0,55,Multifamily Finance Program,2017-03-17T00:00:00.000,No,420c,3414048,2014-06-13,pre__filing_date,2015-06-25,3015037501,1,0,2017-01-20 00:00:00
50088,810 River,2014-06-26T00:00:00.000,949394,810,RIVER AVENUE,Bronx,10451,2024837501,2129246,BX-04,16,6301,BX0401,40.826092,-73.926925,40.826207,-73.926538,2018-06-18T00:00:00.000,New Construction,No,Non Prevailing Wage,,22.0,84.0,27.0,,1.0,19.0,57.0,27.0,31.0,,,,,134.0,,134.0,134,Multifamily Finance Program,2018-06-18T00:00:00.000,No,Article XI,2129246,2014-01-31,pre__filing_date,2016-01-21,2024837501,1,0,2019-02-13 00:00:00
50104,Crotona Terrace I aka 1825 Boston Road,2014-10-02T00:00:00.000,927022,1825,BOSTON ROAD,Bronx,10460,2029847503,2124684,BX-03,17,161,BX0303,40.838878,-73.885209,40.839197,-73.88566,2016-10-28T00:00:00.000,New Construction,No,Non Prevailing Wage,,,79.0,,,1.0,20.0,19.0,41.0,,,,,,80.0,,80.0,80,Multifamily Finance Program,2016-10-28T00:00:00.000,No,421a,2124684,2012-10-18,pre__filing_date,2015-06-15,2029847503,2,0,2017-09-29 00:00:00
50200,DOE. 1420 CROTONA PARK EAST,2015-03-26T00:00:00.000,948174,1420,CROTONA PARK EAST,Bronx,10460,2029380009,2128905,BX-03,15,153,BX0303,40.834596,-73.896325,40.834442,-73.896025,2016-12-13T00:00:00.000,New Construction,No,Prevailing Wage,60.0,,,,,,60.0,,,,,,,,60.0,,60.0,60,Multifamily Finance Program,2016-12-13T00:00:00.000,No,420c,2128905,2014-06-10,pre__filing_date,2015-05-26,2029380009,1,0,2018-01-12 00:00:00
50204,201-207 7TH AVENUE (ANCP),2022-06-30T00:00:00.000,3691,207,7 AVENUE,Manhattan,10011,1007970080,1000000,MN-04,3,87,MN0401,40.743334,-73.996186,40.743177,-73.996012,,New Construction,No,Non Prevailing Wage,,,,,26.0,,9.0,10.0,5.0,2.0,,,,,,26.0,26.0,26,Multifamily Finance Program,,No,Article XI,1000000,2021-10-01,pre__filing_date,2023-05-31,1007970080,1,0,
50282,Selfhelp. 6469 Broadway. Van Courtlandt Green,2014-06-26T00:00:00.000,983486,6469,BROADWAY,Bronx,10471,2058517501,2084826,BX-08,11,345,BX0803,40.904171,-73.896408,40.903974,-73.896745,2016-04-20T00:00:00.000,New Construction,No,Non Prevailing Wage,,8.0,77.0,,,1.0,85.0,1.0,,,,,,,86.0,,86.0,86,Multifamily Finance Program,2016-04-20T00:00:00.000,No,420c,2084826,2013-05-07,pre__filing_date,2014-09-18,2058517501,1,0,2016-04-20 00:00:00
50410,CAMBA. 331 Saratoga Ave. Bergen Saratoga,2014-06-03T00:00:00.000,980814,331,SARATOGA AVENUE,Brooklyn,11233,3014470001,3413938,BK-16,41,303,BK1601,40.674495,-73.916658,40.674558,-73.916232,2016-10-21T00:00:00.000,New Construction,No,Non Prevailing Wage,40.0,16.0,23.0,,,1.0,40.0,13.0,27.0,,,,,,80.0,,80.0,80,Multifamily Finance Program,2016-10-21T00:00:00.000,No,420c,3413938,2014-03-03,pre__filing_date,2014-09-15,3014470001,1,0,2016-03-31 00:00:00
50411,LPC WAREHOUSE/ WILLIAMSBURG BRIDGEVIEW,2016-06-29T00:00:00.000,958174,105,SOUTH 5 STREET,Brooklyn,11249,3024437501,3424573,BK-01,34,549,BK0102,40.711481,-73.96425,40.711813,-73.964275,2019-02-25T00:00:00.000,New Construction,No,Non Prevailing Wage,16.0,,38.0,,,1.0,12.0,15.0,27.0,1.0,,,,,55.0,,55.0,55,Multifamily Finance Program,2019-04-04T00:00:00.000,No,420c,3424573,2014-12-15,pre__filing_date,2016-10-14,3024437501,1,0,2018-11-29 00:00:00
50495,Calvary.112-02 Guy Brewer Boulevard,2014-08-01T00:00:00.000,949059,162-25,112 ROAD,Queens,11433,4121830035,4607744,QN-12,28,264,QN1202,40.689767,-73.786563,40.690039,-73.786869,2016-06-15T00:00:00.000,New Construction,No,Non Prevailing Wage,8.0,,44.0,,,1.0,,33.0,20.0,,,,,,53.0,,53.0,53,Multifamily Finance Program,2016-06-15T00:00:00.000,No,420c,4607744,2009-06-08,pre__filing_date,2014-03-27,4121830035,1,0,
50497,655 Morris Avenue,2014-06-26T00:00:00.000,806842,635,MORRIS AVENUE,Bronx,10451,2024410001,2002441,BX-01,17,65,BX0102,40.819177,-73.921958,40.819488,-73.922741,2016-12-01T00:00:00.000,New Construction,No,Non Prevailing Wage,,,153.0,22.0,,1.0,9.0,77.0,82.0,8.0,,,,,176.0,,176.0,176,Multifamily Finance Program,2016-12-01T00:00:00.000,No,420c,2002441,,,,2024410001,0,0,
50509,2605 Grand Concourse,2015-12-23T00:00:00.000,965117,2605,GRAND CONCOURSE,Bronx,10468,2031687501,2127056,BX-07,14,401,BX0701,40.864727,-73.895407,40.864925,-73.89584,2018-10-16T00:00:00.000,New Construction,No,Non Prevailing Wage,,,24.0,69.0,,1.0,6.0,42.0,40.0,6.0,,,,,94.0,,94.0,94,Multifamily Finance Program,2018-10-16T00:00:00.000,No,421a,2127056,2011-01-26,pre__filing_date,2016-08-29,2031687501,1,0,2018-10-16 00:00:00
50638,Doe.1345 Rogers Ave,2015-12-24T00:00:00.000,949243,1355,ROGERS AVENUE,Brooklyn,11210,3052290017,3328301,BK-14,45,78801,BK1401,40.636944,-73.950991,40.636812,-73.950599,2020-01-10T00:00:00.000,New Construction,No,Prevailing Wage,115.0,,7.0,,,1.0,70.0,22.0,23.0,8.0,,,,,123.0,,123.0,123,Multifamily Finance Program,2020-01-10T00:00:00.000,No,420c,3328301,2014-12-05,pre__filing_date,2016-09-21,3052290017,1,0,2020-01-10 00:00:00
50655,695 GRAND STREET,2015-12-22T00:00:00.000,958176,695,GRAND STREET,Brooklyn,11211,3027827502,3426797,BK-01,34,495,BK0104,40.711566,-73.944797,40.711838,-73.945003,2019-01-28T00:00:00.000,New Construction,No,Non Prevailing Wage,16.0,13.0,12.0,9.0,,1.0,9.0,15.0,19.0,8.0,,,,,51.0,,51.0,51,Multifamily Finance Program,2019-03-28T00:00:00.000,No,420c,3426797,2015-02-12,pre__filing_date,2016-10-27,3027827502,1,0,2019-05-10 00:00:00
50942,Creston-Burnside,2015-06-29T00:00:00.000,964992,2026,CRESTON AVENUE,Bronx,10453,2028087501,2128390,BX-05,14,23501,BX0502,40.852057,-73.905436,40.852222,-73.904948,2019-02-27T00:00:00.000,New Construction,No,Non Prevailing Wage,11.0,34.0,55.0,13.0,,1.0,7.0,48.0,47.0,12.0,,,,,114.0,,114.0,114,Multifamily Finance Program,2019-02-27T00:00:00.000,No,420c,2128390,2014-07-03,pre__filing_date,2016-05-18,2028087501,1,0,2019-02-27 00:00:00
51123,BAM Cultural District North Site Tower II,2015-05-07T00:00:00.000,967799,15,LAFAYETTE AVENUE,Brooklyn,11217,3021077502,3397135,BK-02,35,33,BK0203,40.68679,-73.97851,40.687037,-73.978578,2018-03-20T00:00:00.000,New Construction,No,Non Prevailing Wage,,,25.0,,24.0,1.0,19.0,7.0,24.0,,,,,,50.0,,50.0,123,Multifamily Finance Program,2018-03-20T00:00:00.000,No,421a,3397135,2007-11-26,pre__filing_date,2015-07-22,3021077502,2,0,2018-02-01 00:00:00
51175,BROOK 156,2020-10-01T00:00:00.000,927217,740,BROOK AVENUE,Bronx,10451,2023607502,2129384,BX-01,17,71,BX0102,40.820013,-73.912017,40.819955,-73.911783,2022-11-21T00:00:00.000,New Construction,No,Non Prevailing Wage,15.0,14.0,19.0,3.0,,1.0,11.0,19.0,14.0,8.0,,,,,52.0,,52.0,52,Multifamily Finance Program,2024-04-02T00:00:00.000,No,420c,2129384,2018-12-19,pre__filing_date,2021-05-26,2023607502,1,0,2022-11-21 15:02:25
51278,ARCHER AVENUE,2014-12-22T00:00:00.000,951227,92-61,165 STREET,Queens,11433,4101557501,4615173,QN-12,27,444,QN1201,40.703984,-73.793742,40.703972,-73.793367,2018-03-06T00:00:00.000,New Construction,No,Non Prevailing Wage,,18.0,70.0,,,1.0,24.0,13.0,46.0,6.0,,,,,89.0,,89.0,89,Multifamily Finance Program,2018-03-06T00:00:00.000,No,420c,4615173,2012-03-02,pre__filing_date,2015-06-03,4101557501,1,0,2018-03-06 00:00:00
51299,GATEWAY ELTON III,2014-06-27T00:00:00.000,928126,475,LOCKE STREET,Brooklyn,11239,3044477502,3413941,BK-05,42,107001,BK0504,40.656348,-73.87567,40.656691,-73.875817,2016-11-25T00:00:00.000,New Construction,No,Non Prevailing Wage,,45.0,105.0,,,1.0,15.0,56.0,45.0,33.0,2.0,,,,151.0,,151.0,151,Multifamily Finance Program,2016-11-25T00:00:00.000,No,420c,3413941,2014-03-06,pre__filing_date,2014-11-12,3044477502,1,0,2017-02-08 00:00:00
51299,GATEWAY ELTON III,2014-06-27T00:00:00.000,956539,1062,ELTON STREET,Brooklyn,11239,3044477501,3413940,BK-05,42,107001,BK0504,40.657478,-73.874795,40.657058,-73.875095,2016-11-25T00:00:00.000,New Construction,No,Non Prevailing Wage,,41.0,94.0,,,1.0,23.0,41.0,36.0,36.0,,,,,136.0,,136.0,136,Multifamily Finance Program,2016-11-25T00:00:00.000,No,420c,3413940,2014-03-06,pre__filing_date,2014-11-12,3044477501,1,0,2016-11-25 00:00:00
51301,BRKG GND. 626 BERGEN AVE. LA CENTRAL,2017-06-29T00:00:00.000,976948,626,BERGEN AVENUE,Bronx,10455,2023610025,2127130,BX-01,17,71,BX0102,40.817371,-73.914557,40.817218,-73.914348,2019-06-18T00:00:00.000,New Construction,No,Prevailing Wage,97.0,,63.0,,,1.0,160.0,1.0,,,,,,,161.0,,161.0,161,Multifamily Finance Program,2019-06-18T00:00:00.000,No,420c,2127130,2015-06-19,pre__filing_date,2017-08-28,2023610025,1,0,2019-06-18 00:00:00
51302,LA CENTRAL/BRONXCHESTER - BUILDINGS A & B,2017-12-28T00:00:00.000,979324,600,BERGEN AVENUE,Bronx,10455,2023617501,2127129,BX-01,17,71,BX0102,40.816749,-73.915298,40.816688,-73.914692,2023-12-05T00:00:00.000,New Construction,No,Non Prevailing Wage,56.0,58.0,99.0,67.0,,1.0,19.0,109.0,105.0,37.0,11.0,,,,281.0,,281.0,281,Multifamily Finance Program,2023-12-05T00:00:00.000,No,420c,2127129,2015-06-30,pre__filing_date,2018-06-15,2023617501,1,0,2021-04-05 16:11:21
51302,LA CENTRAL/BRONXCHESTER - BUILDINGS A & B,2017-12-28T00:00:00.000,979325,556,BERGEN AVENUE,Bronx,10455,2022947502,2129056,BX-01,17,71,BX0102,40.815937,-73.916354,40.816027,-73.915473,2023-11-08T00:00:00.000,New Construction,No,Non Prevailing Wage,43.0,44.0,73.0,54.0,,1.0,6.0,90.0,85.0,25.0,9.0,,,,215.0,,215.0,215,Multifamily Finance Program,2023-12-05T00:00:00.000,No,420c,2129056,2015-06-30,pre__filing_date,2018-01-26,2022947502,1,0,2021-04-06 09:02:17
51357,PS 186 AKA BGCH (BOYS AND GIRLS CLUB OF HARLEM),2014-07-09T00:00:00.000,951689,525,WEST 145 STREET,Manhattan,10031,1020777501,1061933,MN-09,7,229,MN0903,40.825612,-73.948479,40.826156,-73.948688,2016-11-16T00:00:00.000,New Construction,No,Non Prevailing Wage,,15.0,48.0,,15.0,1.0,19.0,48.0,12.0,,,,,,79.0,,79.0,79,Multifamily Finance Program,2016-11-16T00:00:00.000,No,420c,1061933,2002-07-12,pre__filing_date,,1020777501,1,0,2016-07-29 00:00:00
51582,425 GRAND CONCOURSE,2019-12-20T00:00:00.000,975396,425,GRAND CONCOURSE,Bronx,10451,2023467501,2129044,BX-01,17,6301,BX0401,40.817142,-73.927957,40.816988,-73.928521,2022-05-16T00:00:00.000,New Construction,No,Non Prevailing Wage,56.0,55.0,96.0,69.0,,1.0,45.0,92.0,94.0,46.0,,,,,277.0,,277.0,277,Multifamily Finance Program,2023-11-03T00:00:00.000,No,Article XI,2129044,2017-04-14,pre__filing_date,2020-02-11,2023467501,1,0,2022-05-16 15:11:04
51652,Praxis. 2270 Loring Place North,2015-06-19T00:00:00.000,953622,2264,LORING PLACE NORTH,Bronx,10468,2032250010,2129017,BX-07,14,255,BX0701,40.860959,-73.90897,40.860802,-73.908742,2017-06-02T00:00:00.000,New Construction,No,Prevailing Wage,51.0,,14.0,,,1.0,51.0,10.0,5.0,,,,,,66.0,,66.0,66,Multifamily Finance Program,2017-06-02T00:00:00.000,No,420c,2129017,2014-12-19,pre__filing_date,2015-11-13,2032250010,1,0,
51719,The Pavilion at Locust Manor,2015-06-25T00:00:00.000,878727,171-04,BAISLEY BOULEVARD,Queens,11434,4125290239,4618244,QN-12,27,33401,QN1204,40.681254,-73.772868,40.681006,-73.77258,2018-06-27T00:00:00.000,New Construction,No,Non Prevailing Wage,9.0,26.0,49.0,,,1.0,8.0,32.0,45.0,,,,,,85.0,,85.0,85,Multifamily Finance Program,2018-06-27T00:00:00.000,No,420c,4618244,2015-02-23,pre__filing_date,2015-10-08,4125290239,1,0,2018-03-29 00:00:00
51778,PARK HOUSE,2014-12-31T00:00:00.000,955507,4275,PARK AVENUE,Bronx,10457,2030280055,2128909,BX-06,15,379,BX0502,40.849356,-73.898377,40.849274,-73.899132,2018-08-31T00:00:00.000,New Construction,No,Non Prevailing Wage,20.0,30.0,197.0,,,1.0,29.0,93.0,101.0,25.0,,,,,248.0,,248.0,248,Multifamily Finance Program,2018-08-31T00:00:00.000,No,420c,2128909,2014-07-21,pre__filing_date,2015-06-29,2030280055,1,0,2017-09-13 00:00:00
51779,9306 Shore Front Parkway,2014-12-18T00:00:00.000,911614,93-06,SHORE FRONT PARKWAY,Queens,11693,4161390011,4617165,QN-14,32,94203,QN1402,40.584004,-73.814831,40.584328,-73.815187,2017-03-23T00:00:00.000,New Construction,No,Non Prevailing Wage,,13.0,,50.0,,1.0,4.0,34.0,20.0,6.0,,,,,64.0,,64.0,64,Multifamily Finance Program,2017-03-23T00:00:00.000,No,421a,4617165,2006-11-01,pre__filing_date,2010-08-09,4161390011,1,0,2017-03-23 00:00:00
51867,THE ROBESON,2018-06-29T00:00:00.000,927152,100,WEST 131 STREET,Manhattan,10027,1019157501,1090183,MN-10,9,226,MN1002,40.811754,-73.943186,40.811499,-73.943248,2022-04-18T00:00:00.000,New Construction,No,Non Prevailing Wage,,16.0,24.0,,38.0,1.0,16.0,25.0,32.0,6.0,,,,,79.0,,79.0,79,Multifamily Finance Program,2022-10-19T00:00:00.000,No,Article XI,1090183,2017-03-09,pre__filing_date,2018-07-31,1019157501,1,0,2020-12-23 00:00:00
51868,LEXINGTON GARDENS II,2017-06-29T00:00:00.000,977499,1465,PARK AVENUE,Manhattan,10029,1016357501,1090142,MN-11,8,172,MN1101,40.793822,-73.947225,40.793682,-73.946445,2021-02-11T00:00:00.000,New Construction,No,Non Prevailing Wage,80.0,119.0,120.0,,80.0,1.0,104.0,126.0,110.0,60.0,,,,,400.0,,400.0,400,Multifamily Finance Program,2022-02-11T00:00:00.000,No,Article XI,1090142,2016-12-29,pre__filing_date,2017-09-05,1016357501,1,0,2020-07-10 00:00:00
52082,ESSEX CROSSING - SITE 1,2015-11-24T00:00:00.000,968932,242,BROOME STREET,Manhattan,10002,1004097502,1089450,MN-03,1,18,MN0302,40.717845,-73.989279,40.718059,-73.989008,2018-07-05T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,11.0,,,,5.0,4.0,2.0,,,,,,11.0,11.0,55,Multifamily Finance Program,2018-07-05T00:00:00.000,No,421a,1089450,2014-09-11,pre__filing_date,2016-03-15,1004097502,1,0,2018-04-12 00:00:00
52083,Essex Crossing - Site 5,2015-06-30T00:00:00.000,967329,145,CLINTON STREET,Manhattan,10002,1003467501,1089660,MN-03,1,1402,MN0302,40.71661,-73.986375,40.716582,-73.986757,2018-07-31T00:00:00.000,New Construction,No,Non Prevailing Wage,,6.0,53.0,17.0,28.0,,40.0,17.0,42.0,5.0,,,,,104.0,,104.0,211,Multifamily Finance Program,2018-07-31T00:00:00.000,No,421a,1089660,2014-09-04,pre__filing_date,2015-11-02,1003467501,1,0,2018-08-15 00:00:00
52119,EXCELSIOR II,2015-11-25T00:00:00.000,990448,126,WEST 169 STREET,Bronx,10452,2025180031,2124814,BX-04,16,211,BX0402,40.839973,-73.924289,40.839537,-73.924622,2019-02-14T00:00:00.000,New Construction,No,Non Prevailing Wage,6.0,29.0,24.0,,,1.0,5.0,24.0,31.0,,,,,,60.0,,60.0,60,Multifamily Finance Program,2019-02-14T00:00:00.000,No,420c,2124814,2001-05-16,pre__filing_date,2003-02-12,2025180031,1,0,
52122,Essex Crossing - Site 2,2015-06-30T00:00:00.000,972598,115,DELANCEY STREET,Manhattan,10002,1003527501,1090554,MN-03,1,18,MN0302,40.718509,-73.988085,40.717919,-73.988049,2018-12-27T00:00:00.000,New Construction,No,Non Prevailing Wage,,6.0,47.0,18.0,27.0,,36.0,24.0,32.0,6.0,,,,,98.0,,98.0,195,Multifamily Finance Program,2018-12-27T00:00:00.000,No,421a,1090554,2014-09-30,pre__filing_date,2015-11-16,1003527501,1,0,2018-12-27 00:00:00
52223,JERICHO. 2065 WALTON AVENUE,2015-06-03T00:00:00.000,954207,2065,WALTON AVENUE,Bronx,10453,2031790060,2129079,BX-05,14,241,BX0502,40.853952,-73.906026,40.853974,-73.90634,2018-06-05T00:00:00.000,New Construction,No,Prevailing Wage,89.0,,1.0,,,,89.0,,1.0,,,,,,90.0,,90.0,90,Multifamily Finance Program,2018-06-05T00:00:00.000,No,420c,2129079,2014-07-08,pre__filing_date,2015-06-02,2031790060,1,0,2018-06-05 00:00:00
52396,Tremont Renaissance,2015-12-22T00:00:00.000,965076,4215,PARK AVENUE,Bronx,10457,2030277501,2128937,BX-06,15,379,BX0502,40.847864,-73.899225,40.847922,-73.9001,2020-12-24T00:00:00.000,New Construction,No,Non Prevailing Wage,,,129.0,126.0,,1.0,25.0,94.0,119.0,18.0,,,,,256.0,,256.0,256,Multifamily Finance Program,2021-05-21T00:00:00.000,No,Article XI,2128937,2005-10-12,pre__filing_date,2015-12-14,2030277501,2,0,2019-02-13 00:00:00
52415,UPS. 1060 Rev. James Polite Ave,2015-11-24T00:00:00.000,965693,1060,REV JAMES POLITE AVENUE,Bronx,10459,2026910064,2128690,BX-02,17,131,BX0202,40.825102,-73.898833,40.825376,-73.898424,2017-11-27T00:00:00.000,New Construction,No,Prevailing Wage,42.0,14.0,12.0,,,1.0,56.0,,13.0,,,,,,69.0,,69.0,69,Multifamily Finance Program,2017-11-27T00:00:00.000,No,420c,2128690,2013-09-07,pre__filing_date,2016-03-18,2026910064,1,0,
52435,Essex Crossing - Site 6,2015-12-08T00:00:00.000,969128,164,BROOME STREET,Manhattan,10002,1003477501,1089451,MN-03,1,1402,MN0302,40.716678,-73.985452,40.717054,-73.985754,2017-10-25T00:00:00.000,New Construction,No,Non Prevailing Wage,,20.0,79.0,,,1.0,,100.0,,,,,,,100.0,,100.0,100,Multifamily Finance Program,2017-10-25T00:00:00.000,No,420c,1089451,2014-09-11,pre__filing_date,2016-01-29,1003477501,1,0,2017-10-25 00:00:00
52467,FORD BEDFORD. 2848 BAINBRIDGE AVE.SERVIAM HEIGHTS,2015-12-29T00:00:00.000,921886,321,EAST 198 STREET,Bronx,10458,2032910024,2117126,BX-07,15,40702,BX0702,40.868051,-73.887776,40.868493,-73.887678,2018-06-13T00:00:00.000,New Construction,No,Prevailing Wage,138.0,,,,,2.0,,138.0,2.0,,,,,,140.0,,140.0,140,Multifamily Finance Program,2018-06-13T00:00:00.000,No,420c,2117126,2008-06-19,pre__filing_date,2009-02-24,2032910024,1,0,
52467,FORD BEDFORD. 2848 BAINBRIDGE AVE.SERVIAM HEIGHTS,2015-12-29T00:00:00.000,955101,2880,BAINBRIDGE AVENUE,Bronx,10458,,,BX-07,15,40702,BX0702,40.869326,-73.886397,,,2018-06-13T00:00:00.000,New Construction,No,Prevailing Wage,57.0,,,,,,24.0,33.0,,,,,,,57.0,,57.0,57,Multifamily Finance Program,2018-06-13T00:00:00.000,No,420c,nan,2003-12-26,pre__filing_date,2014-08-12,,0,0,
